zip;ruca;state
39760;4.0;Mississippi
39762;4.0;Mississippi
39766;5.0;Mississippi
39767;10.0;Mississippi
39769;5.0;Mississippi
39771;10.0;Mississippi
39772;10.0;Mississippi
39773;8.0;Mississippi
39776;8.4;Mississippi
39813;10.4;Georgia
39815;5.0;Georgia
39817;4.0;Georgia
39818;4.0;Georgia
39819;4.0;Georgia
39823;7.0;Georgia
39824;10.6;Georgia
39825;5.0;Georgia
39826;2.0;Georgia
39827;7.4;Georgia
39828;7.4;Georgia
39829;7.4;Georgia
39832;10.6;Georgia
39834;5.0;Georgia
39836;7.0;Georgia
39837;10.0;Georgia
39840;7.0;Georgia
39841;10.6;Georgia
39842;7.3;Georgia
39845;7.4;Georgia
39846;10.4;Georgia
39851;10.0;Georgia
39852;4.0;Georgia
39854;7.0;Georgia
39859;5.0;Georgia
39861;10.6;Georgia
39862;2.0;Georgia
39866;2.0;Georgia
39867;8.0;Georgia
39870;2.0;Georgia
39877;2.0;Georgia
39885;10.6;Georgia
39886;10.6;Georgia
39897;8.0;Georgia
39901;1.0;Georgia
40003;5.0;Kentucky
40004;4.2;Kentucky
40006;3.0;Kentucky
40007;10.0;Kentucky
40008;6.1;Kentucky
40009;8.0;Kentucky
40010;2.0;Kentucky
40011;3.0;Kentucky
40012;6.1;Kentucky
40013;5.1;Kentucky
40014;1.0;Kentucky
40018;1.0;Kentucky
40019;2.0;Kentucky
40020;5.1;Kentucky
40022;2.0;Kentucky
40023;1.0;Kentucky
40025;1.0;Kentucky
40026;1.0;Kentucky
40027;1.0;Kentucky
40031;2.0;Kentucky
40032;2.0;Kentucky
40033;7.0;Kentucky
40036;10.0;Kentucky
40037;10.5;Kentucky
40040;10.0;Kentucky
40041;1.0;Kentucky
40045;6.0;Kentucky
40046;2.0;Kentucky
40047;1.0;Kentucky
40048;4.2;Kentucky
40049;10.5;Kentucky
40050;10.4;Kentucky
40051;5.0;Kentucky
40052;5.0;Kentucky
40055;2.0;Kentucky
40056;1.0;Kentucky
40057;10.0;Kentucky
40058;3.0;Kentucky
40059;1.0;Kentucky
40060;8.0;Kentucky
40061;10.5;Kentucky
40062;8.0;Kentucky
40063;7.0;Kentucky
40065;4.2;Kentucky
40066;4.2;Kentucky
40067;2.0;Kentucky
40068;2.0;Kentucky
40069;10.5;Kentucky
40070;10.4;Kentucky
40071;2.0;Kentucky
40075;3.0;Kentucky
40076;5.0;Kentucky
40077;2.0;Kentucky
40078;10.0;Kentucky
40104;3.0;Kentucky
40107;5.2;Kentucky
40108;10.1;Kentucky
40109;1.0;Kentucky
40110;1.0;Kentucky
40111;10.0;Kentucky
40115;3.0;Kentucky
40117;2.0;Kentucky
40118;1.0;Kentucky
40119;10.0;Kentucky
40121;1.0;Kentucky
40129;1.0;Kentucky
40140;10.4;Kentucky
40142;10.1;Kentucky
40143;10.0;Kentucky
40144;10.0;Kentucky
40145;3.0;Kentucky
40146;10.4;Kentucky
40150;2.0;Kentucky
40152;3.0;Kentucky
40153;10.0;Kentucky
40155;1.0;Kentucky
40157;3.0;Kentucky
40159;1.0;Kentucky
40160;1.0;Kentucky
40161;3.0;Kentucky
40162;2.1;Kentucky
40165;1.0;Kentucky
40170;10.0;Kentucky
40171;10.4;Kentucky
40175;2.0;Kentucky
40176;3.0;Kentucky
40177;1.0;Kentucky
40178;3.0;Kentucky
40201;1.0;Kentucky
40202;1.0;Kentucky
40203;1.0;Kentucky
40204;1.0;Kentucky
40205;1.0;Kentucky
40206;1.0;Kentucky
40207;1.0;Kentucky
40208;1.0;Kentucky
40209;1.0;Kentucky
40210;1.0;Kentucky
40211;1.0;Kentucky
40212;1.0;Kentucky
40213;1.0;Kentucky
40214;1.0;Kentucky
40215;1.0;Kentucky
40216;1.0;Kentucky
40217;1.0;Kentucky
40218;1.0;Kentucky
40219;1.0;Kentucky
40220;1.0;Kentucky
40221;1.0;Kentucky
40222;1.0;Kentucky
40223;1.0;Kentucky
40224;1.0;Kentucky
40225;1.0;Kentucky
40228;1.0;Kentucky
40229;1.0;Kentucky
40231;1.0;Kentucky
40232;1.0;Kentucky
40233;1.0;Kentucky
40241;1.0;Kentucky
40242;1.0;Kentucky
40243;1.0;Kentucky
40245;1.0;Kentucky
40250;1.0;Kentucky
40251;1.0;Kentucky
40252;1.0;Kentucky
40253;1.0;Kentucky
40255;1.0;Kentucky
40256;1.0;Kentucky
40257;1.0;Kentucky
40258;1.0;Kentucky
40259;1.0;Kentucky
40261;1.0;Kentucky
40266;1.0;Kentucky
40268;1.0;Kentucky
40269;1.0;Kentucky
40270;1.0;Kentucky
40272;1.0;Kentucky
40280;1.0;Kentucky
40281;1.0;Kentucky
40282;1.0;Kentucky
40283;1.0;Kentucky
40285;1.0;Kentucky
40287;1.0;Kentucky
40289;1.0;Kentucky
40290;1.0;Kentucky
40291;1.0;Kentucky
40292;1.0;Kentucky
40293;1.0;Kentucky
40294;1.0;Kentucky
40295;1.0;Kentucky
40296;1.0;Kentucky
40297;1.0;Kentucky
40298;1.0;Kentucky
40299;1.0;Kentucky
40310;7.4;Kentucky
40311;10.5;Kentucky
40312;9.0;Kentucky
40313;7.0;Kentucky
40316;10.5;Kentucky
40317;8.0;Kentucky
40319;8.0;Kentucky
40320;4.2;Kentucky
40322;10.5;Kentucky
40324;4.2;Kentucky
40328;8.0;Kentucky
40329;8.0;Kentucky
40330;7.4;Kentucky
40334;5.0;Kentucky
40336;7.3;Kentucky
40337;5.0;Kentucky
40339;4.1;Kentucky
40340;2.0;Kentucky
40342;7.4;Kentucky
40346;6.0;Kentucky
40347;3.0;Kentucky
40348;4.2;Kentucky
40350;10.5;Kentucky
40351;8.0;Kentucky
40353;4.2;Kentucky
40355;10.4;Kentucky
40356;2.0;Kentucky
40357;4.2;Kentucky
40358;10.6;Kentucky
40359;10.5;Kentucky
40360;10.5;Kentucky
40361;4.2;Kentucky
40362;4.2;Kentucky
40363;10.5;Kentucky
40366;10.5;Kentucky
40370;5.2;Kentucky
40371;10.6;Kentucky
40372;9.1;Kentucky
40374;10.5;Kentucky
40376;7.4;Kentucky
40379;5.2;Kentucky
40380;7.4;Kentucky
40383;4.1;Kentucky
40384;4.1;Kentucky
40385;5.2;Kentucky
40386;4.1;Kentucky
40387;10.5;Kentucky
40390;7.3;Kentucky
40391;4.2;Kentucky
40392;4.2;Kentucky
40402;10.5;Kentucky
40403;4.0;Kentucky
40405;4.0;Kentucky
40409;7.4;Kentucky
40410;7.4;Kentucky
40419;10.5;Kentucky
40421;10.0;Kentucky
40422;4.0;Kentucky
40423;4.0;Kentucky
40434;10.0;Kentucky
40437;5.0;Kentucky
40440;4.0;Kentucky
40442;10.5;Kentucky
40444;7.4;Kentucky
40445;7.4;Kentucky
40446;7.4;Kentucky
40447;10.0;Kentucky
40448;7.2;Kentucky
40452;4.0;Kentucky
40456;7.4;Kentucky
40460;10.6;Kentucky
40461;6.0;Kentucky
40464;4.0;Kentucky
40467;10.5;Kentucky
40468;5.0;Kentucky
40472;7.3;Kentucky
40473;7.4;Kentucky
40475;4.2;Kentucky
40476;4.2;Kentucky
40481;10.0;Kentucky
40484;7.2;Kentucky
40486;10.5;Kentucky
40488;10.0;Kentucky
40489;10.5;Kentucky
40492;7.4;Kentucky
40495;7.3;Kentucky
40502;1.0;Kentucky
40503;1.0;Kentucky
40504;1.0;Kentucky
40505;1.0;Kentucky
40506;1.0;Kentucky
40507;1.0;Kentucky
40508;1.0;Kentucky
40509;1.0;Kentucky
40510;1.0;Kentucky
40511;1.0;Kentucky
40512;1.0;Kentucky
40513;1.0;Kentucky
40514;1.0;Kentucky
40515;1.0;Kentucky
40516;2.0;Kentucky
40517;1.0;Kentucky
40522;1.0;Kentucky
40523;1.0;Kentucky
40524;1.0;Kentucky
40526;1.0;Kentucky
40533;1.0;Kentucky
40536;1.0;Kentucky
40544;1.0;Kentucky
40546;1.0;Kentucky
40550;1.0;Kentucky
40555;1.0;Kentucky
40574;1.0;Kentucky
40575;1.0;Kentucky
40576;1.0;Kentucky
40577;1.0;Kentucky
40578;1.0;Kentucky
40579;1.0;Kentucky
40580;1.0;Kentucky
40581;1.0;Kentucky
40582;1.0;Kentucky
40583;1.0;Kentucky
40584;1.0;Kentucky
40585;1.0;Kentucky
40586;1.0;Kentucky
40587;1.0;Kentucky
40588;1.0;Kentucky
40589;1.0;Kentucky
40590;1.0;Kentucky
40591;1.0;Kentucky
40592;1.0;Kentucky
40593;1.0;Kentucky
40594;1.0;Kentucky
40595;1.0;Kentucky
40596;1.0;Kentucky
40598;1.0;Kentucky
40601;4.0;Kentucky
40602;4.0;Kentucky
40603;4.0;Kentucky
40604;4.0;Kentucky
40618;4.0;Kentucky
40619;4.0;Kentucky
40620;4.0;Kentucky
40621;4.0;Kentucky
40622;4.0;Kentucky
40701;4.0;Kentucky
40702;4.0;Kentucky
40724;5.0;Kentucky
40729;5.0;Kentucky
40730;7.4;Kentucky
40734;10.2;Kentucky
40737;5.0;Kentucky
40740;4.0;Kentucky
40741;5.0;Kentucky
40742;5.0;Kentucky
40743;5.0;Kentucky
40744;5.0;Kentucky
40745;5.0;Kentucky
40751;5.0;Kentucky
40754;8.0;Kentucky
40755;5.0;Kentucky
40759;10.6;Kentucky
40763;8.0;Kentucky
40769;7.4;Kentucky
40771;4.0;Kentucky
40801;8.0;Kentucky
40803;10.0;Kentucky
40806;7.0;Kentucky
40807;7.0;Kentucky
40808;9.0;Kentucky
40810;9.0;Kentucky
40813;10.2;Kentucky
40815;8.0;Kentucky
40816;10.0;Kentucky
40818;8.0;Kentucky
40819;7.0;Kentucky
40820;8.0;Kentucky
40823;7.0;Kentucky
40824;7.0;Kentucky
40826;10.0;Kentucky
40827;10.0;Kentucky
40828;8.0;Kentucky
40829;7.0;Kentucky
40830;7.0;Kentucky
40831;7.0;Kentucky
40840;10.0;Kentucky
40843;8.0;Kentucky
40844;10.0;Kentucky
40845;10.5;Kentucky
40847;8.0;Kentucky
40849;8.0;Kentucky
40854;7.0;Kentucky
40855;7.0;Kentucky
40856;10.5;Kentucky
40858;10.0;Kentucky
40862;10.0;Kentucky
40863;8.0;Kentucky
40865;8.0;Kentucky
40868;10.0;Kentucky
40870;8.0;Kentucky
40873;7.0;Kentucky
40874;10.0;Kentucky
40902;6.0;Kentucky
40903;10.3;Kentucky
40906;7.4;Kentucky
40913;6.0;Kentucky
40914;8.0;Kentucky
40915;10.3;Kentucky
40921;10.6;Kentucky
40923;9.0;Kentucky
40927;8.0;Kentucky
40930;8.4;Kentucky
40931;8.0;Kentucky
40932;7.0;Kentucky
40935;10.3;Kentucky
40939;10.5;Kentucky
40940;10.5;Kentucky
40941;7.0;Kentucky
40943;9.0;Kentucky
40944;8.0;Kentucky
40946;9.0;Kentucky
40949;10.3;Kentucky
40951;7.0;Kentucky
40953;10.3;Kentucky
40955;10.5;Kentucky
40958;6.0;Kentucky
40962;7.0;Kentucky
40964;7.0;Kentucky
40965;4.0;Kentucky
40972;10.6;Kentucky
40977;10.5;Kentucky
40979;10.0;Kentucky
40981;10.6;Kentucky
40982;8.4;Kentucky
40983;9.0;Kentucky
40988;6.0;Kentucky
40995;10.6;Kentucky
40997;8.4;Kentucky
40999;9.0;Kentucky
41001;1.0;Kentucky
41002;10.4;Kentucky
41003;8.0;Kentucky
41004;2.0;Kentucky
41005;1.0;Kentucky
41006;2.0;Kentucky
41007;2.0;Kentucky
41008;7.0;Kentucky
41010;2.0;Kentucky
41011;1.0;Kentucky
41012;1.0;Kentucky
41014;1.0;Kentucky
41015;1.0;Kentucky
41016;1.0;Kentucky
41017;1.0;Kentucky
41018;1.0;Kentucky
41019;1.0;Kentucky
41022;1.0;Kentucky
41030;2.0;Kentucky
41031;7.3;Kentucky
41033;2.0;Kentucky
41034;5.0;Kentucky
41035;2.0;Kentucky
41037;8.0;Kentucky
41039;8.0;Kentucky
41040;10.1;Kentucky
41041;7.0;Kentucky
41042;1.0;Kentucky
41043;2.0;Kentucky
41044;2.0;Kentucky
41045;8.0;Kentucky
41046;2.0;Kentucky
41048;1.0;Kentucky
41049;10.6;Kentucky
41051;1.0;Kentucky
41052;2.0;Kentucky
41053;2.0;Kentucky
41054;2.0;Kentucky
41055;10.2;Kentucky
41056;4.0;Kentucky
41059;1.0;Kentucky
41061;2.0;Kentucky
41062;4.0;Kentucky
41063;2.0;Kentucky
41064;10.6;Kentucky
41065;10.6;Kentucky
41071;1.0;Kentucky
41072;1.0;Kentucky
41073;1.0;Kentucky
41074;1.0;Kentucky
41075;1.0;Kentucky
41076;1.0;Kentucky
41080;2.0;Kentucky
41081;10.6;Kentucky
41083;8.0;Kentucky
41085;1.0;Kentucky
41086;2.0;Kentucky
41091;1.0;Kentucky
41092;2.0;Kentucky
41093;10.6;Kentucky
41094;1.0;Kentucky
41095;2.0;Kentucky
41096;4.0;Kentucky
41097;2.0;Kentucky
41098;8.0;Kentucky
41099;1.0;Kentucky
41101;1.0;Kentucky
41102;1.0;Kentucky
41105;1.0;Kentucky
41114;1.0;Kentucky
41121;1.0;Kentucky
41124;10.6;Kentucky
41128;10.6;Kentucky
41129;2.0;Kentucky
41132;8.3;Kentucky
41135;10.0;Kentucky
41139;1.0;Kentucky
41141;10.0;Kentucky
41142;10.6;Kentucky
41143;7.3;Kentucky
41144;2.0;Kentucky
41146;8.3;Kentucky
41149;10.6;Kentucky
41156;2.0;Kentucky
41159;10.6;Kentucky
41160;10.6;Kentucky
41164;10.6;Kentucky
41166;10.0;Kentucky
41168;2.0;Kentucky
41169;1.0;Kentucky
41171;10.6;Kentucky
41173;10.6;Kentucky
41174;4.0;Kentucky
41175;4.0;Kentucky
41179;10.5;Kentucky
41180;9.1;Kentucky
41181;7.3;Kentucky
41183;1.0;Kentucky
41189;10.0;Kentucky
41201;8.0;Kentucky
41203;10.0;Kentucky
41204;8.0;Kentucky
41214;10.0;Kentucky
41216;10.6;Kentucky
41219;8.0;Kentucky
41222;8.0;Kentucky
41224;10.0;Kentucky
41226;8.0;Kentucky
41230;7.3;Kentucky
41231;10.6;Kentucky
41232;8.0;Kentucky
41234;7.0;Kentucky
41238;8.0;Kentucky
41240;7.0;Kentucky
41250;10.6;Kentucky
41254;10.0;Kentucky
41255;8.0;Kentucky
41256;7.0;Kentucky
41257;8.0;Kentucky
41260;8.0;Kentucky
41262;10.0;Kentucky
41263;8.0;Kentucky
41264;8.0;Kentucky
41265;7.0;Kentucky
41267;10.0;Kentucky
41268;8.0;Kentucky
41271;8.0;Kentucky
41274;7.0;Kentucky
41301;10.0;Kentucky
41307;8.0;Kentucky
41310;8.0;Kentucky
41311;10.0;Kentucky
41313;10.0;Kentucky
41314;10.0;Kentucky
41317;8.0;Kentucky
41332;8.0;Kentucky
41333;10.0;Kentucky
41338;10.0;Kentucky
41339;8.0;Kentucky
41344;10.0;Kentucky
41347;10.0;Kentucky
41348;8.0;Kentucky
41351;10.0;Kentucky
41352;8.0;Kentucky
41360;10.0;Kentucky
41362;10.0;Kentucky
41364;10.0;Kentucky
41365;10.0;Kentucky
41366;8.0;Kentucky
41367;8.0;Kentucky
41368;10.0;Kentucky
41385;8.0;Kentucky
41386;10.0;Kentucky
41390;8.0;Kentucky
41397;10.0;Kentucky
41408;8.0;Kentucky
41410;10.0;Kentucky
41413;7.0;Kentucky
41421;7.0;Kentucky
41425;8.0;Kentucky
41426;10.0;Kentucky
41433;10.0;Kentucky
41451;7.0;Kentucky
41459;7.0;Kentucky
41464;10.0;Kentucky
41465;10.0;Kentucky
41472;7.0;Kentucky
41477;7.0;Kentucky
41501;9.0;Kentucky
41502;9.0;Kentucky
41503;10.6;Kentucky
41512;9.0;Kentucky
41513;10.6;Kentucky
41514;10.6;Kentucky
41517;10.0;Kentucky
41519;10.0;Kentucky
41520;10.0;Kentucky
41522;9.0;Kentucky
41524;10.0;Kentucky
41526;9.0;Kentucky
41527;10.6;Kentucky
41528;10.0;Kentucky
41531;10.0;Kentucky
41534;9.0;Kentucky
41535;10.0;Kentucky
41537;10.0;Kentucky
41538;10.0;Kentucky
41539;9.0;Kentucky
41540;10.0;Kentucky
41542;9.0;Kentucky
41543;10.0;Kentucky
41544;10.0;Kentucky
41547;10.0;Kentucky
41548;10.0;Kentucky
41549;10.0;Kentucky
41553;10.0;Kentucky
41554;10.0;Kentucky
41555;10.0;Kentucky
41557;9.0;Kentucky
41558;10.0;Kentucky
41559;10.6;Kentucky
41560;9.0;Kentucky
41561;9.0;Kentucky
41562;10.3;Kentucky
41563;9.0;Kentucky
41564;10.0;Kentucky
41566;10.0;Kentucky
41567;10.0;Kentucky
41568;10.0;Kentucky
41571;10.0;Kentucky
41572;8.0;Kentucky
41601;10.6;Kentucky
41602;10.6;Kentucky
41603;10.0;Kentucky
41604;10.0;Kentucky
41605;10.0;Kentucky
41606;10.0;Kentucky
41607;10.6;Kentucky
41612;10.0;Kentucky
41615;10.0;Kentucky
41616;10.6;Kentucky
41619;10.6;Kentucky
41621;10.6;Kentucky
41622;10.6;Kentucky
41630;10.6;Kentucky
41631;10.6;Kentucky
41632;10.0;Kentucky
41635;10.6;Kentucky
41636;10.6;Kentucky
41640;10.6;Kentucky
41642;10.0;Kentucky
41643;10.6;Kentucky
41645;10.6;Kentucky
41647;10.6;Kentucky
41649;10.6;Kentucky
41650;10.0;Kentucky
41651;10.6;Kentucky
41653;10.6;Kentucky
41655;10.6;Kentucky
41659;10.0;Kentucky
41660;10.6;Kentucky
41663;10.0;Kentucky
41666;10.6;Kentucky
41667;10.0;Kentucky
41669;10.0;Kentucky
41701;8.0;Kentucky
41702;8.0;Kentucky
41712;8.0;Kentucky
41713;8.0;Kentucky
41714;10.0;Kentucky
41719;8.0;Kentucky
41721;10.6;Kentucky
41722;8.0;Kentucky
41723;8.0;Kentucky
41725;9.0;Kentucky
41727;8.0;Kentucky
41729;8.0;Kentucky
41730;10.0;Kentucky
41731;10.3;Kentucky
41735;10.3;Kentucky
41736;8.0;Kentucky
41739;8.0;Kentucky
41740;9.0;Kentucky
41745;10.6;Kentucky
41746;8.0;Kentucky
41747;8.0;Kentucky
41749;10.0;Kentucky
41751;8.0;Kentucky
41754;8.0;Kentucky
41759;10.6;Kentucky
41760;8.0;Kentucky
41762;10.0;Kentucky
41763;10.3;Kentucky
41764;10.0;Kentucky
41766;10.0;Kentucky
41772;9.0;Kentucky
41773;8.0;Kentucky
41774;8.0;Kentucky
41775;10.0;Kentucky
41776;10.0;Kentucky
41777;10.0;Kentucky
41778;8.0;Kentucky
41804;10.0;Kentucky
41810;10.0;Kentucky
41812;10.0;Kentucky
41815;10.0;Kentucky
41817;10.0;Kentucky
41819;10.0;Kentucky
41821;10.0;Kentucky
41822;10.6;Kentucky
41824;10.0;Kentucky
41825;10.0;Kentucky
41826;10.0;Kentucky
41828;10.0;Kentucky
41831;10.6;Kentucky
41832;10.0;Kentucky
41833;10.0;Kentucky
41834;10.6;Kentucky
41835;10.0;Kentucky
41836;10.6;Kentucky
41837;10.0;Kentucky
41838;10.0;Kentucky
41839;10.0;Kentucky
41840;10.0;Kentucky
41843;10.6;Kentucky
41844;10.0;Kentucky
41845;10.0;Kentucky
41847;10.6;Kentucky
41848;10.0;Kentucky
41849;10.0;Kentucky
41855;10.0;Kentucky
41858;10.0;Kentucky
41859;10.0;Kentucky
41861;10.0;Kentucky
41862;10.0;Kentucky
41901;1.0;Kentucky
41902;1.0;Kentucky
41903;1.0;Kentucky
41904;1.0;Kentucky
41905;1.0;Kentucky
41906;1.0;Kentucky
42001;4.0;Kentucky
42002;4.0;Kentucky
42003;4.0;Kentucky
42020;5.0;Kentucky
42021;10.5;Kentucky
42022;10.2;Kentucky
42023;10.5;Kentucky
42024;10.5;Kentucky
42025;7.4;Kentucky
42027;5.0;Kentucky
42028;10.5;Kentucky
42029;10.5;Kentucky
42031;10.6;Kentucky
42032;10.6;Kentucky
42033;7.0;Kentucky
42035;5.0;Kentucky
42036;5.0;Kentucky
42037;7.0;Kentucky
42038;10.6;Kentucky
42039;5.0;Kentucky
42040;5.0;Kentucky
42041;7.4;Kentucky
42044;10.0;Kentucky
42045;5.0;Kentucky
42047;10.5;Kentucky
42048;9.0;Kentucky
42049;5.0;Kentucky
42050;10.5;Kentucky
42051;5.0;Kentucky
42053;5.0;Kentucky
42054;5.0;Kentucky
42055;10.6;Kentucky
42056;10.2;Kentucky
42058;5.0;Kentucky
42060;5.0;Kentucky
42061;5.0;Kentucky
42063;5.0;Kentucky
42064;7.0;Kentucky
42066;4.0;Kentucky
42069;5.0;Kentucky
42070;10.5;Kentucky
42071;4.0;Kentucky
42076;5.0;Kentucky
42078;10.5;Kentucky
42079;5.0;Kentucky
42081;5.0;Kentucky
42082;5.0;Kentucky
42083;5.0;Kentucky
42084;7.0;Kentucky
42085;5.0;Kentucky
42086;5.0;Kentucky
42087;10.5;Kentucky
42088;5.0;Kentucky
42101;1.0;Kentucky
42102;1.0;Kentucky
42103;1.0;Kentucky
42104;1.0;Kentucky
42120;8.3;Kentucky
42122;2.0;Kentucky
42123;5.0;Kentucky
42124;5.0;Kentucky
42127;7.4;Kentucky
42128;2.0;Kentucky
42129;10.5;Kentucky
42130;5.0;Kentucky
42131;5.0;Kentucky
42133;10.0;Kentucky
42134;7.3;Kentucky
42135;7.3;Kentucky
42140;10.0;Kentucky
42141;4.0;Kentucky
42142;4.0;Kentucky
42150;7.3;Kentucky
42151;10.0;Kentucky
42152;4.0;Kentucky
42153;8.3;Kentucky
42154;6.0;Kentucky
42156;5.0;Kentucky
42157;10.0;Kentucky
42159;2.0;Kentucky
42160;5.0;Kentucky
42163;2.0;Kentucky
42164;7.3;Kentucky
42166;5.0;Kentucky
42167;10.0;Kentucky
42170;2.0;Kentucky
42171;2.0;Kentucky
42201;10.4;Kentucky
42202;10.4;Kentucky
42203;10.0;Kentucky
42204;10.4;Kentucky
42206;10.6;Kentucky
42207;2.0;Kentucky
42209;10.4;Kentucky
42210;2.0;Kentucky
42211;7.4;Kentucky
42214;6.0;Kentucky
42215;5.0;Kentucky
42216;10.5;Kentucky
42217;5.0;Kentucky
42219;10.4;Kentucky
42220;10.5;Kentucky
42221;1.0;Kentucky
42223;1.0;Kentucky
42232;5.2;Kentucky
42234;10.4;Kentucky
42235;1.0;Kentucky
42236;5.0;Kentucky
42240;4.2;Kentucky
42241;4.2;Kentucky
42251;10.4;Kentucky
42252;10.4;Kentucky
42254;5.0;Kentucky
42256;8.0;Kentucky
42259;10.4;Kentucky
42261;10.4;Kentucky
42262;1.0;Kentucky
42265;7.0;Kentucky
42266;1.0;Kentucky
42267;10.4;Kentucky
42270;1.0;Kentucky
42273;10.4;Kentucky
42274;2.0;Kentucky
42275;10.4;Kentucky
42276;7.0;Kentucky
42280;10.0;Kentucky
42283;10.6;Kentucky
42285;2.0;Kentucky
42286;10.4;Kentucky
42287;10.4;Kentucky
42288;10.4;Kentucky
42301;1.0;Kentucky
42302;1.0;Kentucky
42303;1.0;Kentucky
42304;1.0;Kentucky
42320;7.3;Kentucky
42321;6.0;Kentucky
42322;10.4;Kentucky
42323;6.0;Kentucky
42324;9.0;Kentucky
42325;6.0;Kentucky
42326;6.0;Kentucky
42327;10.4;Kentucky
42328;8.0;Kentucky
42330;4.0;Kentucky
42332;4.0;Kentucky
42333;7.3;Kentucky
42334;1.0;Kentucky
42337;6.0;Kentucky
42338;7.3;Kentucky
42339;9.0;Kentucky
42343;2.0;Kentucky
42344;10.5;Kentucky
42345;10.5;Kentucky
42347;7.3;Kentucky
42348;7.0;Kentucky
42349;8.0;Kentucky
42350;3.0;Kentucky
42351;10.4;Kentucky
42352;2.0;Kentucky
42354;8.0;Kentucky
42355;2.0;Kentucky
42356;1.0;Kentucky
42361;8.0;Kentucky
42364;7.0;Kentucky
42366;2.0;Kentucky
42367;10.5;Kentucky
42368;10.4;Kentucky
42369;8.0;Kentucky
42370;8.0;Kentucky
42371;10.4;Kentucky
42372;3.0;Kentucky
42374;4.0;Kentucky
42375;1.0;Kentucky
42376;2.0;Kentucky
42377;1.0;Kentucky
42378;2.0;Kentucky
42402;1.0;Kentucky
42403;10.5;Kentucky
42404;10.5;Kentucky
42406;2.0;Kentucky
42408;7.2;Kentucky
42409;10.4;Kentucky
42410;4.0;Kentucky
42411;8.0;Kentucky
42413;5.0;Kentucky
42419;1.0;Kentucky
42420;1.0;Kentucky
42431;4.0;Kentucky
42436;5.0;Kentucky
42437;7.0;Kentucky
42440;4.0;Kentucky
42441;5.0;Kentucky
42442;5.0;Kentucky
42444;10.4;Kentucky
42445;7.0;Kentucky
42450;7.4;Kentucky
42451;2.0;Kentucky
42452;2.0;Kentucky
42453;5.0;Kentucky
42455;10.4;Kentucky
42456;10.4;Kentucky
42457;2.0;Kentucky
42458;2.0;Kentucky
42459;10.6;Kentucky
42460;10.6;Kentucky
42461;8.0;Kentucky
42462;7.0;Kentucky
42463;10.5;Kentucky
42464;5.0;Kentucky
42501;4.0;Kentucky
42502;4.0;Kentucky
42503;4.0;Kentucky
42516;10.0;Kentucky
42518;5.0;Kentucky
42519;5.0;Kentucky
42528;10.5;Kentucky
42533;4.0;Kentucky
42539;10.5;Kentucky
42541;10.0;Kentucky
42544;5.0;Kentucky
42553;5.0;Kentucky
42558;5.0;Kentucky
42564;4.0;Kentucky
42565;10.5;Kentucky
42566;10.0;Kentucky
42567;5.0;Kentucky
42602;10.0;Kentucky
42603;8.0;Kentucky
42629;10.0;Kentucky
42631;10.5;Kentucky
42633;7.0;Kentucky
42634;6.0;Kentucky
42635;10.0;Kentucky
42638;10.5;Kentucky
42642;10.0;Kentucky
42647;10.5;Kentucky
42649;10.0;Kentucky
42653;10.5;Kentucky
42701;1.0;Kentucky
42702;1.0;Kentucky
42712;8.3;Kentucky
42713;10.0;Kentucky
42715;8.0;Kentucky
42716;3.0;Kentucky
42717;10.0;Kentucky
42718;4.0;Kentucky
42719;4.0;Kentucky
42720;7.0;Kentucky
42721;8.0;Kentucky
42722;10.6;Kentucky
42724;2.0;Kentucky
42726;8.0;Kentucky
42728;7.0;Kentucky
42729;10.6;Kentucky
42731;10.5;Kentucky
42732;2.0;Kentucky
42733;5.0;Kentucky
42740;2.0;Kentucky
42741;8.0;Kentucky
42742;8.0;Kentucky
42743;10.5;Kentucky
42746;10.6;Kentucky
42748;7.3;Kentucky
42749;7.4;Kentucky
42753;9.2;Kentucky
42754;7.0;Kentucky
42755;7.0;Kentucky
42757;10.0;Kentucky
42758;4.0;Kentucky
42759;10.0;Kentucky
42762;7.0;Kentucky
42764;3.0;Kentucky
42765;10.6;Kentucky
42776;2.0;Kentucky
42782;10.0;Kentucky
42783;2.0;Kentucky
42784;2.0;Kentucky
42786;10.0;Kentucky
42788;2.0;Kentucky
43001;2.0;Ohio
43002;1.0;Ohio
43003;2.0;Ohio
43004;1.0;Ohio
43005;2.1;Ohio
43006;9.0;Ohio
43007;2.0;Ohio
43008;1.0;Ohio
43009;6.0;Ohio
43010;6.1;Ohio
43011;2.0;Ohio
43013;2.0;Ohio
43014;5.0;Ohio
43015;2.0;Ohio
43016;1.0;Ohio
43017;1.0;Ohio
43018;2.0;Ohio
43019;5.0;Ohio
43021;2.0;Ohio
43022;4.0;Ohio
43023;1.0;Ohio
43025;1.0;Ohio
43026;1.0;Ohio
43027;2.1;Ohio
43028;5.0;Ohio
43029;2.0;Ohio
43030;2.0;Ohio
43031;2.0;Ohio
43032;2.0;Ohio
43033;2.0;Ohio
43035;1.0;Ohio
43036;2.0;Ohio
43037;5.2;Ohio
43040;2.0;Ohio
43041;2.0;Ohio
43044;6.1;Ohio
43045;2.0;Ohio
43046;1.0;Ohio
43047;6.0;Ohio
43048;2.0;Ohio
43050;4.0;Ohio
43054;1.0;Ohio
43055;1.0;Ohio
43056;1.0;Ohio
